Name,Emp ID,Expense Type,Payment Type,Vendor Type,Payment Date,Country,Region,Company Code,Project Code,Cost Center,Receipt Status,,,Company Code
George,29807,Accommodation,Bank Transfer,Airline,11-05-2022 14:53,Canada,Central,6604,PJ552,CC14,Approved,,,
Julia,75720,Accommodation,Cash,Taxi,23-03-2022 15:01,Germany,West,9693,PJ812,CC15,Rejected,,,
Ivan,50046,Transport,Bank Transfer,Hotel,06-01-2022 05:55,Canada,West,2669,PJ423,CC36,Approved,,,
Alice,54742,Accommodation,Bank Transfer,Airline,19-01-2022 09:39,USA,North,1100,PJ967,CC25,Rejected,,,
Ivan,80610,Transport,Cash,Airline,03-04-2022 06:52,Canada,Central,1268,PJ947,CC37,Approved,,,
Charlie,41318,Travel,Credit Card,Taxi,23-03-2022 16:22,France,Central,4248,PJ920,CC24,Received,,,
Charlie,42511,Travel,Cash,Hotel,25-12-2022 16:38,Germany,West,7315,PJ450,CC19,Received,,,
Edward,88587,Transport,Bank Transfer,Airline,20-08-2022 05:28,Japan,West,7141,PJ268,CC27,Received,,,
Diana,61917,Travel,Credit Card,Airline,23-09-2022 14:44,UK,South,2669,PJ995,CC22,Rejected,,,
Julia,16462,Transport,Bank Transfer,Hotel,03-08-2022 23:26,Canada,North,9353,PJ949,CC14,Pending,,,
Julia,63203,Transport,Online,Hotel,09-11-2022 21:13,Germany,Central,4248,PJ901,CC2,Received,,,
Bob,57263,Accommodation,Credit Card,Hotel,29-12-2022 09:56,UK,East,2161,PJ630,CC35,Rejected,,,
Charlie,14983,Transport,Online,Taxi,05-03-2022 21:27,USA,West,1100,PJ739,CC48,Received,,,
Hannah,83628,Transport,Bank Transfer,Airline,22-10-2022 11:49,USA,East,7065,PJ423,CC24,Approved,,,
Alice,69707,Transport,Credit Card,Restaurant,11-10-2022 17:30,Germany,West,9284,PJ633,CC45,Approved,,,
Bob,72968,Transport,Bank Transfer,Hotel,13-01-2022 21:14,UK,Central,1999,PJ796,CC23,Rejected,,,
Ivan,39011,Transport,Online,Restaurant,09-11-2022 05:17,Japan,North,7141,PJ663,CC14,Rejected,,,
George,52344,Meals,Credit Card,Taxi,08-07-2022 04:04,Germany,East,2390,PJ600,CC47,Approved,,,
Ivan,99689,Meals,Cash,Restaurant,26-07-2022 20:34,Germany,South,4432,PJ337,CC47,Received,,,
Fiona,87807,Meals,Bank Transfer,Airline,20-09-2022 21:25,UK,Central,5654,PJ826,CC1,Pending,,,
Bob,13869,Travel,Cash,Taxi,13-03-2022 11:42,France,East,4432,PJ564,CC31,Received,,,
Alice,74284,Accommodation,Credit Card,Taxi,20-11-2022 05:18,Canada,West,9693,PJ818,CC19,Received,,,
Charlie,35652,Travel,Credit Card,Hotel,14-03-2022 11:59,Japan,North,2959,PJ829,CC41,Approved,,,
Julia,74810,Travel,Cash,Airline,11-02-2022 05:38,Japan,West,3405,PJ625,CC8,Received,,,
Charlie,46564,Meals,Credit Card,Hotel,23-06-2022 07:30,Canada,North,9693,PJ487,CC39,Received,,,
George,15393,Meals,Online,Hotel,05-06-2022 11:08,Canada,West,4369,PJ862,CC26,Received,,,
Alice,54711,Accommodation,Credit Card,Restaurant,10-06-2022 23:01,Germany,East,8963,PJ565,CC11,Approved,,,
Diana,44274,Transport,Credit Card,Airline,16-08-2022 02:58,Canada,South,8949,PJ560,CC35,Pending,,,
Hannah,25920,Travel,Online,Restaurant,26-10-2022 12:29,Germany,West,1793,PJ129,CC42,Approved,,,
Alice,90086,Accommodation,Cash,Airline,08-03-2022 15:32,Germany,East,6003,PJ786,CC27,Rejected,,,
George,17213,Transport,Bank Transfer,Restaurant,10-10-2022 14:12,UK,East,1999,PJ273,CC44,Received,,,
Hannah,43914,Travel,Online,Hotel,27-10-2022 04:15,USA,West,7315,PJ317,CC27,Rejected,,,
Diana,72998,Accommodation,Bank Transfer,Hotel,01-05-2022 09:34,UK,South,3098,PJ425,CC8,Pending,,,
Fiona,38903,Travel,Online,Hotel,09-02-2022 16:45,France,North,6175,PJ592,CC31,Received,,,
Hannah,32014,Accommodation,Bank Transfer,Airline,03-10-2022 11:48,Canada,East,2959,PJ620,CC42,Rejected,,,
Ivan,25708,Travel,Credit Card,Hotel,04-09-2022 10:43,UK,East,8550,PJ349,CC47,Received,,,
Fiona,27729,Transport,Credit Card,Airline,14-03-2022 02:33,UK,East,8963,PJ276,CC16,Pending,,,
George,11365,Travel,Cash,Restaurant,04-02-2022 13:44,UK,East,2234,PJ350,CC42,Approved,,,
Ivan,73298,Meals,Online,Restaurant,16-02-2022 08:56,France,West,6604,PJ804,CC36,Pending,,,
Ivan,89392,Travel,Cash,Restaurant,30-01-2022 06:12,France,North,8963,PJ166,CC21,Pending,,,
Fiona,94402,Transport,Cash,Hotel,29-01-2022 22:09,Canada,West,4950,PJ161,CC33,Rejected,,,
Diana,66227,Meals,Cash,Airline,01-04-2022 16:40,Japan,South,2390,PJ493,CC25,Pending,,,
Fiona,36613,Transport,Credit Card,Hotel,15-01-2022 13:06,USA,North,2959,PJ111,CC48,Approved,,,
Edward,28583,Transport,Online,Hotel,05-01-2022 12:26,Japan,Central,3098,PJ419,CC35,Pending,,,
Fiona,26371,Accommodation,Online,Hotel,15-06-2022 04:50,Canada,South,6807,PJ899,CC43,Approved,,,
Fiona,12170,Transport,Online,Airline,28-01-2022 04:16,Japan,West,7840,PJ901,CC8,Approved,,,
Alice,61282,Transport,Online,Airline,26-12-2022 05:50,Japan,East,6150,PJ547,CC33,Received,,,
Charlie,47990,Transport,Cash,Hotel,25-10-2022 23:50,USA,West,4950,PJ184,CC25,Pending,,,
Edward,92009,Meals,Online,Hotel,05-10-2022 01:32,USA,West,2038,PJ813,CC16,Received,,,
George,68094,Travel,Cash,Airline,04-08-2022 11:02,France,West,7840,PJ954,CC45,Received,,,
Alice,13185,Meals,Cash,Hotel,04-12-2022 18:48,France,South,4369,PJ447,CC44,Approved,,,
Julia,18347,Transport,Online,Airline,11-06-2022 21:25,Japan,Central,7065,PJ429,CC40,Pending,,,
Charlie,45081,Transport,Online,Taxi,20-07-2022 14:41,UK,East,6175,PJ247,CC19,Pending,,,
Alice,87939,Transport,Online,Taxi,23-10-2022 20:55,Canada,East,3665,PJ285,CC17,Approved,,,
Julia,77409,Meals,Bank Transfer,Restaurant,06-10-2022 22:29,USA,West,3405,PJ920,CC46,Approved,,,
Fiona,22683,Transport,Credit Card,Restaurant,26-01-2022 01:14,USA,West,9693,PJ352,CC37,Rejected,,,
Fiona,31568,Accommodation,Cash,Hotel,24-12-2022 13:57,USA,West,1999,PJ472,CC36,Received,,,
George,45063,Meals,Online,Airline,02-10-2022 04:11,Japan,West,2234,PJ317,CC11,Pending,,,
Julia,29961,Accommodation,Credit Card,Airline,23-12-2022 22:32,UK,South,1100,PJ726,CC31,Received,,,
Edward,27700,Accommodation,Cash,Hotel,14-02-2022 19:28,France,South,1999,PJ298,CC39,Received,,,
Ivan,18211,Meals,Online,Hotel,24-02-2022 00:44,France,North,4248,PJ919,CC19,Rejected,,,
Ivan,95701,Transport,Bank Transfer,Airline,24-11-2022 18:37,UK,North,3665,PJ391,CC12,Rejected,,,
Fiona,91598,Travel,Bank Transfer,Restaurant,31-10-2022 16:14,Canada,South,8706,PJ692,CC32,Received,,,
Hannah,41940,Transport,Credit Card,Hotel,13-12-2022 21:57,Canada,West,6175,PJ579,CC21,Received,,,
Ivan,64441,Accommodation,Online,Airline,19-05-2022 12:12,UK,East,8550,PJ645,CC15,Received,,,
Fiona,29088,Meals,Cash,Restaurant,26-01-2022 12:30,France,South,2669,PJ489,CC40,Pending,,,
Bob,91541,Accommodation,Bank Transfer,Hotel,10-11-2022 05:01,Canada,South,5918,PJ800,CC6,Rejected,,,
Diana,36720,Meals,Online,Taxi,30-12-2022 09:13,USA,North,6175,PJ367,CC23,Pending,,,
Ivan,39827,Transport,Online,Restaurant,23-02-2022 02:17,USA,Central,5659,PJ463,CC13,Pending,,,
George,27800,Transport,Online,Restaurant,06-02-2022 10:09,France,East,2161,PJ783,CC22,Pending,,,
Bob,64078,Meals,Cash,Hotel,12-07-2022 14:59,UK,East,1268,PJ558,CC19,Approved,,,
Diana,11193,Transport,Cash,Taxi,16-01-2022 18:46,UK,Central,7141,PJ310,CC2,Pending,,,
Hannah,52826,Transport,Bank Transfer,Airline,09-08-2022 18:05,Canada,North,6175,PJ934,CC39,Pending,,,
Edward,67446,Travel,Bank Transfer,Airline,29-07-2022 02:54,France,East,6807,PJ802,CC24,Approved,,,
Charlie,19820,Meals,Bank Transfer,Airline,12-11-2022 07:04,France,North,1627,PJ219,CC19,Received,,,
Julia,58223,Accommodation,Credit Card,Restaurant,01-05-2022 15:19,Japan,North,2678,PJ756,CC28,Pending,,,
Charlie,76443,Transport,Credit Card,Taxi,12-01-2022 20:54,Canada,West,8949,PJ356,CC49,Received,,,
Edward,55639,Accommodation,Credit Card,Restaurant,17-12-2022 17:21,France,Central,1268,PJ369,CC30,Approved,,,
Hannah,90759,Travel,Credit Card,Restaurant,05-05-2022 22:12,France,Central,3218,PJ148,CC24,Received,,,
Bob,43865,Transport,Bank Transfer,Hotel,21-11-2022 03:50,Japan,West,8706,PJ868,CC5,Received,,,
Diana,61032,Accommodation,Bank Transfer,Hotel,16-07-2022 05:36,Canada,North,6807,PJ590,CC21,Rejected,,,
Diana,45560,Travel,Online,Taxi,22-07-2022 11:49,France,North,9324,PJ685,CC48,Approved,,,
Fiona,68593,Meals,Bank Transfer,Taxi,18-01-2022 06:59,Japan,East,8196,PJ765,CC41,Received,,,
Julia,71243,Meals,Cash,Hotel,09-09-2022 10:23,Japan,Central,3665,PJ204,CC12,Pending,,,
Diana,96734,Meals,Online,Restaurant,11-01-2022 19:45,Canada,East,4648,PJ413,CC6,Received,,,
George,57085,Travel,Bank Transfer,Hotel,07-12-2022 10:49,Japan,East,7843,PJ670,CC48,Rejected,,,
George,54559,Transport,Bank Transfer,Hotel,06-10-2022 02:12,Japan,Central,1999,PJ550,CC3,Received,,,
Alice,84756,Accommodation,Bank Transfer,Restaurant,10-09-2022 23:34,Japan,East,2669,PJ626,CC22,Received,,,
Ivan,73382,Accommodation,Bank Transfer,Restaurant,01-11-2022 02:04,Germany,Central,7141,PJ474,CC20,Approved,,,
Hannah,11716,Meals,Online,Taxi,31-10-2022 19:29,UK,North,9324,PJ926,CC44,Approved,,,
Edward,57170,Accommodation,Bank Transfer,Restaurant,12-02-2022 13:40,UK,North,4950,PJ825,CC30,Pending,,,
Julia,95831,Travel,Online,Airline,20-09-2022 16:31,France,South,3405,PJ506,CC33,Rejected,,,
Diana,17533,Transport,Credit Card,Taxi,16-01-2022 03:33,USA,East,9353,PJ609,CC18,Pending,,,
Bob,36952,Transport,Credit Card,Hotel,07-02-2022 14:06,USA,East,8963,PJ300,CC15,Approved,,,
Alice,18527,Travel,Online,Taxi,16-08-2022 22:46,UK,Central,4248,PJ339,CC34,Received,,,
Alice,24809,Transport,Bank Transfer,Hotel,11-12-2022 12:23,USA,East,8654,PJ564,CC22,Approved,,,
Edward,84969,Travel,Online,Restaurant,24-12-2022 23:54,Canada,South,8654,PJ391,CC11,Pending,,,
Bob,31395,Travel,Online,Taxi,21-12-2022 16:23,Canada,West,3405,PJ593,CC20,Approved,,,
Ivan,50766,Accommodation,Cash,Restaurant,26-06-2022 14:02,Japan,West,8949,PJ966,CC17,Received,,,
Bob,18989,Travel,Online,Airline,30-06-2022 09:38,Japan,North,3665,PJ413,CC29,Rejected,,,
Hannah,21133,Accommodation,Cash,Hotel,30-05-2022 04:33,Germany,South,5918,PJ747,CC39,Approved,,,
Charlie,32627,Transport,Cash,Restaurant,14-10-2022 01:37,USA,North,8550,PJ494,CC17,Rejected,,,
Edward,42282,Meals,Cash,Taxi,24-09-2022 09:03,UK,Central,1627,PJ705,CC41,Approved,,,
Bob,21111,Transport,Online,Airline,05-01-2022 09:14,Germany,West,6604,PJ171,CC3,Received,,,
Diana,39951,Accommodation,Bank Transfer,Hotel,09-12-2022 08:34,France,Central,8963,PJ596,CC13,Approved,,,
Alice,17752,Travel,Cash,Restaurant,27-09-2022 06:22,Canada,South,9324,PJ235,CC3,Approved,,,
Charlie,92175,Transport,Online,Taxi,23-04-2022 07:23,UK,North,8706,PJ933,CC17,Approved,,,
Alice,99955,Accommodation,Credit Card,Hotel,27-09-2022 08:16,Japan,North,4369,PJ509,CC38,Rejected,,,
Ivan,49538,Transport,Cash,Airline,20-12-2022 23:27,UK,East,1999,PJ305,CC22,Approved,,,
George,75198,Meals,Cash,Hotel,22-10-2022 08:32,USA,South,3665,PJ292,CC39,Rejected,,,
Ivan,68890,Meals,Cash,Taxi,27-12-2022 19:47,UK,South,4950,PJ909,CC40,Received,,,
George,26074,Transport,Cash,Airline,30-12-2022 20:18,France,North,9284,PJ784,CC10,Rejected,,,
Julia,41231,Meals,Online,Restaurant,08-05-2022 03:04,USA,Central,8963,PJ247,CC26,Received,,,
Julia,97391,Accommodation,Credit Card,Airline,31-03-2022 04:27,USA,East,1100,PJ423,CC49,Rejected,,,
Alice,39659,Travel,Cash,Restaurant,23-05-2022 01:06,Germany,North,2161,PJ989,CC15,Approved,,,
George,11677,Travel,Credit Card,Airline,23-08-2022 00:50,USA,West,1085,PJ267,CC14,Approved,,,
George,31454,Transport,Cash,Hotel,15-06-2022 08:51,Germany,East,3665,PJ217,CC47,Rejected,,,
Charlie,81685,Transport,Credit Card,Restaurant,22-06-2022 07:14,France,East,6150,PJ421,CC48,Pending,,,
Fiona,34983,Accommodation,Online,Taxi,31-10-2022 22:06,UK,North,2959,PJ181,CC10,Pending,,,
Ivan,81271,Travel,Bank Transfer,Taxi,09-10-2022 12:28,Japan,West,3965,PJ159,CC27,Approved,,,
George,25409,Travel,Credit Card,Airline,12-11-2022 07:14,France,East,6003,PJ346,CC49,Pending,,,
Charlie,60533,Accommodation,Credit Card,Hotel,02-07-2022 13:22,USA,Central,3405,PJ838,CC20,Received,,,
Alice,28293,Meals,Cash,Taxi,11-11-2022 04:17,UK,North,7065,PJ206,CC41,Approved,,,
Diana,66248,Travel,Credit Card,Hotel,31-08-2022 02:31,Japan,Central,4369,PJ361,CC8,Approved,,,
Charlie,74939,Transport,Credit Card,Taxi,28-09-2022 11:46,UK,Central,8196,PJ934,CC14,Approved,,,
Diana,79784,Meals,Credit Card,Taxi,15-07-2022 20:22,Canada,North,2161,PJ943,CC14,Received,,,
Bob,95329,Travel,Cash,Airline,05-04-2022 11:47,Japan,Central,1885,PJ163,CC27,Pending,,,
Hannah,72997,Meals,Bank Transfer,Hotel,09-01-2022 13:45,France,South,4369,PJ847,CC3,Pending,,,
Charlie,98030,Meals,Bank Transfer,Taxi,29-04-2022 23:21,Germany,West,7840,PJ558,CC13,Rejected,,,
Fiona,55119,Travel,Cash,Restaurant,20-04-2022 12:13,France,West,7315,PJ744,CC11,Rejected,,,
Alice,64617,Travel,Bank Transfer,Hotel,20-09-2022 06:45,France,Central,8949,PJ401,CC2,Pending,,,
Alice,99381,Accommodation,Cash,Hotel,14-10-2022 04:16,UK,West,6150,PJ483,CC8,Approved,,,
Ivan,94913,Transport,Cash,Taxi,07-04-2022 17:51,France,East,3218,PJ388,CC14,Approved,,,
Fiona,97208,Travel,Online,Airline,03-03-2022 10:06,France,East,6003,PJ408,CC21,Received,,,
Edward,80129,Travel,Credit Card,Restaurant,14-09-2022 19:02,Japan,West,9324,PJ823,CC14,Pending,,,
Edward,86138,Transport,Cash,Airline,09-09-2022 03:44,France,South,9353,PJ442,CC44,Pending,,,
Bob,66543,Accommodation,Bank Transfer,Taxi,08-09-2022 06:59,Canada,South,1627,PJ168,CC34,Received,,,
Fiona,85040,Meals,Cash,Taxi,19-04-2022 05:37,UK,North,9353,PJ505,CC24,Received,,,
Bob,49105,Transport,Credit Card,Restaurant,25-11-2022 15:37,Germany,North,2390,PJ560,CC47,Rejected,,,
Diana,15241,Accommodation,Online,Restaurant,27-04-2022 10:45,USA,East,1268,PJ771,CC29,Rejected,,,
Fiona,92293,Meals,Credit Card,Hotel,24-06-2022 16:55,UK,West,6807,PJ452,CC36,Received,,,
George,10833,Transport,Bank Transfer,Hotel,07-10-2022 00:27,Japan,Central,3665,PJ831,CC48,Approved,,,
Ivan,65332,Accommodation,Online,Hotel,16-11-2022 14:01,Canada,North,4248,PJ673,CC43,Pending,,,
Ivan,24074,Travel,Bank Transfer,Taxi,17-01-2022 17:14,Germany,West,3965,PJ817,CC47,Received,,,
Bob,12073,Travel,Bank Transfer,Hotel,07-06-2022 23:41,USA,South,8439,PJ770,CC36,Pending,,,
Alice,87772,Meals,Credit Card,Taxi,25-11-2022 10:32,UK,West,8654,PJ182,CC27,Approved,,,
Ivan,81752,Travel,Cash,Airline,17-08-2022 18:30,USA,South,2390,PJ431,CC16,Approved,,,
Bob,57628,Meals,Cash,Airline,04-04-2022 11:29,Japan,North,5659,PJ794,CC42,Received,,,
Diana,40403,Accommodation,Online,Taxi,30-07-2022 06:12,Canada,East,7065,PJ470,CC44,Rejected,,,
Edward,32922,Travel,Credit Card,Restaurant,22-07-2022 23:52,France,South,2161,PJ879,CC26,Approved,,,
Edward,98583,Meals,Online,Hotel,20-06-2022 11:30,USA,West,7065,PJ182,CC45,Rejected,,,
Fiona,27332,Transport,Cash,Restaurant,23-05-2022 05:39,UK,North,1100,PJ469,CC33,Approved,,,
Fiona,25452,Accommodation,Online,Airline,20-06-2022 11:34,Canada,Central,9353,PJ212,CC29,Rejected,,,
Julia,28888,Travel,Cash,Taxi,09-06-2022 17:26,Canada,North,2959,PJ832,CC10,Received,,,
Fiona,48115,Travel,Cash,Taxi,03-10-2022 20:28,Japan,North,7065,PJ591,CC44,Rejected,,,
Hannah,45025,Meals,Credit Card,Taxi,03-12-2022 05:12,Japan,East,1100,PJ630,CC2,Received,,,
Alice,76711,Transport,Online,Taxi,20-02-2022 22:58,Canada,East,6150,PJ313,CC41,Rejected,,,
Fiona,97669,Travel,Cash,Hotel,19-01-2022 01:29,France,South,7840,PJ551,CC42,Received,,,
George,60357,Meals,Bank Transfer,Hotel,23-03-2022 20:49,Japan,South,1100,PJ645,CC18,Pending,,,
Julia,96540,Travel,Online,Taxi,09-02-2022 17:49,France,South,4248,PJ732,CC37,Pending,,,
Hannah,75031,Accommodation,Credit Card,Hotel,07-07-2022 14:18,Japan,Central,6150,PJ142,CC32,Received,,,
Hannah,97471,Travel,Credit Card,Airline,01-08-2022 07:34,UK,East,8949,PJ321,CC40,Approved,,,
Hannah,20350,Meals,Cash,Restaurant,07-07-2022 17:09,Canada,West,1793,PJ815,CC9,Received,,,
Hannah,75374,Meals,Online,Hotel,22-03-2022 16:08,Germany,East,9324,PJ156,CC12,Received,,,
Ivan,48547,Meals,Bank Transfer,Hotel,25-04-2022 16:00,Canada,West,3218,PJ135,CC12,Received,,,
Fiona,44026,Transport,Credit Card,Restaurant,01-07-2022 15:12,UK,Central,9324,PJ273,CC48,Received,,,
Edward,44669,Transport,Cash,Restaurant,04-09-2022 08:18,Japan,Central,1793,PJ586,CC18,Approved,,,
Bob,15042,Accommodation,Credit Card,Taxi,13-09-2022 07:08,Canada,West,9284,PJ787,CC45,Received,,,
Fiona,91473,Travel,Credit Card,Restaurant,28-11-2022 10:33,Canada,West,7141,PJ870,CC38,Pending,,,
Edward,59746,Transport,Credit Card,Hotel,24-09-2022 16:09,Germany,South,9324,PJ743,CC6,Pending,,,
Bob,93406,Travel,Bank Transfer,Hotel,31-10-2022 13:34,UK,Central,1268,PJ158,CC2,Pending,,,
Edward,73483,Travel,Bank Transfer,Taxi,19-12-2022 10:41,Canada,East,1793,PJ266,CC15,Rejected,,,
Charlie,39785,Meals,Bank Transfer,Hotel,23-10-2022 22:40,France,West,9324,PJ372,CC9,Approved,,,
Fiona,42869,Meals,Bank Transfer,Restaurant,13-06-2022 04:18,USA,South,9353,PJ707,CC3,Received,,,
Ivan,37000,Travel,Bank Transfer,Hotel,06-09-2022 17:38,Germany,South,1793,PJ241,CC17,Pending,,,
Bob,63432,Meals,Bank Transfer,Taxi,17-05-2022 13:32,Japan,Central,1100,PJ595,CC20,Pending,,,
George,24920,Travel,Online,Airline,28-10-2022 16:03,Germany,South,5654,PJ879,CC22,Approved,,,
Alice,53042,Travel,Cash,Hotel,05-08-2022 14:14,UK,South,6150,PJ581,CC48,Received,,,
Julia,60138,Meals,Bank Transfer,Restaurant,08-10-2022 10:27,France,North,9693,PJ833,CC49,Approved,,,
Bob,51483,Transport,Bank Transfer,Taxi,26-11-2022 05:04,France,West,1999,PJ694,CC32,Approved,,,
Ivan,94588,Travel,Online,Taxi,07-02-2022 07:41,France,North,9693,PJ942,CC10,Rejected,,,
Edward,20600,Transport,Online,Airline,29-06-2022 11:49,UK,East,9284,PJ209,CC7,Rejected,,,
Diana,49332,Transport,Credit Card,Restaurant,25-08-2022 18:54,UK,North,9324,PJ188,CC33,Pending,,,
Alice,30350,Meals,Online,Hotel,11-12-2022 04:36,UK,East,5918,PJ468,CC2,Approved,,,
Ivan,62401,Transport,Credit Card,Airline,19-04-2022 01:31,Japan,East,6604,PJ806,CC44,Pending,,,
Bob,30428,Transport,Bank Transfer,Hotel,10-02-2022 16:30,Canada,Central,6604,PJ181,CC30,Approved,,,
Hannah,48704,Transport,Bank Transfer,Restaurant,20-06-2022 06:59,Canada,North,8949,PJ430,CC29,Approved,,,
Bob,96602,Transport,Credit Card,Hotel,16-03-2022 23:22,Germany,Central,8439,PJ256,CC31,Approved,,,
Fiona,90477,Travel,Online,Hotel,24-03-2022 00:26,Germany,South,4369,PJ832,CC7,Pending,,,
Fiona,55770,Meals,Credit Card,Taxi,11-03-2022 04:26,USA,Central,8949,PJ855,CC34,Received,,,
Diana,45569,Meals,Credit Card,Restaurant,14-07-2022 23:53,USA,North,3405,PJ201,CC39,Pending,,,
George,17463,Meals,Online,Restaurant,04-06-2022 10:47,Germany,Central,2959,PJ232,CC1,Approved,,,
Hannah,68114,Travel,Credit Card,Taxi,23-02-2022 02:28,USA,West,1085,PJ539,CC21,Rejected,,,
Charlie,15103,Travel,Credit Card,Hotel,05-06-2022 06:49,Canada,West,6807,PJ832,CC46,Pending,,,
George,42843,Accommodation,Credit Card,Taxi,24-05-2022 06:24,Germany,West,8963,PJ784,CC34,Approved,,,
Bob,11966,Travel,Credit Card,Taxi,10-12-2022 21:18,Japan,South,6807,PJ368,CC2,Approved,,,
Charlie,14090,Travel,Cash,Restaurant,12-05-2022 17:46,UK,North,3665,PJ294,CC39,Approved,,,
Diana,46483,Transport,Bank Transfer,Taxi,09-05-2022 08:15,France,North,3405,PJ195,CC19,Rejected,,,
Hannah,61472,Travel,Bank Transfer,Taxi,29-07-2022 09:41,UK,West,7141,PJ780,CC16,Rejected,,,
Julia,25679,Accommodation,Online,Hotel,02-04-2022 15:20,USA,West,4648,PJ419,CC19,Approved,,,
George,25168,Accommodation,Credit Card,Hotel,09-09-2022 02:10,UK,Central,7281,PJ216,CC34,Received,,,
George,79414,Transport,Bank Transfer,Airline,20-06-2022 12:15,Germany,South,3965,PJ671,CC3,Rejected,,,
Alice,79892,Travel,Credit Card,Taxi,15-05-2022 15:25,Germany,South,8439,PJ582,CC39,Pending,,,
Bob,90387,Travel,Cash,Taxi,10-04-2022 12:12,USA,Central,5918,PJ501,CC2,Approved,,,
Diana,63841,Meals,Cash,Taxi,23-07-2022 08:11,Germany,West,8439,PJ172,CC43,Rejected,,,
Charlie,78752,Travel,Online,Hotel,22-07-2022 00:42,UK,North,5654,PJ454,CC28,Pending,,,
Diana,77966,Transport,Bank Transfer,Taxi,16-01-2022 20:05,France,Central,3405,PJ770,CC16,Pending,,,
Alice,74327,Meals,Online,Hotel,26-12-2022 04:38,USA,South,8949,PJ556,CC5,Approved,,,
Alice,51624,Travel,Cash,Restaurant,07-06-2022 20:16,France,West,4248,PJ498,CC36,Pending,,,
Charlie,34726,Meals,Credit Card,Airline,25-07-2022 06:03,Canada,East,7141,PJ125,CC12,Pending,,,
Diana,30028,Accommodation,Cash,Airline,27-07-2022 16:40,France,Central,2038,PJ625,CC4,Rejected,,,
Bob,52203,Transport,Credit Card,Taxi,17-05-2022 05:54,Germany,West,3665,PJ525,CC12,Rejected,,,
Fiona,15000,Accommodation,Bank Transfer,Airline,05-02-2022 21:47,UK,North,1085,PJ378,CC28,Rejected,,,
Charlie,40425,Travel,Credit Card,Taxi,08-10-2022 01:11,France,East,3098,PJ456,CC45,Approved,,,
Julia,49206,Accommodation,Bank Transfer,Hotel,06-06-2022 22:46,France,East,3098,PJ840,CC31,Rejected,,,
Bob,77124,Accommodation,Bank Transfer,Airline,09-12-2022 13:41,UK,North,4369,PJ181,CC42,Rejected,,,
Alice,61544,Meals,Online,Airline,04-04-2022 06:19,USA,North,2959,PJ808,CC31,Rejected,,,
Bob,58447,Transport,Credit Card,Taxi,26-02-2022 16:57,UK,North,4248,PJ612,CC48,Approved,,,
Charlie,86693,Transport,Bank Transfer,Restaurant,06-03-2022 10:14,Japan,Central,2390,PJ634,CC47,Pending,,,
Hannah,61615,Accommodation,Bank Transfer,Restaurant,10-03-2022 02:11,Japan,Central,7843,PJ520,CC15,Rejected,,,
George,18947,Travel,Cash,Hotel,06-02-2022 19:57,Canada,West,7065,PJ965,CC38,Pending,,,
Edward,41397,Travel,Cash,Hotel,16-08-2022 03:29,France,East,5659,PJ495,CC15,Approved,,,
Alice,95654,Accommodation,Online,Hotel,27-12-2022 00:10,UK,East,8706,PJ992,CC49,Received,,,
Bob,71052,Travel,Online,Restaurant,24-04-2022 04:51,France,East,1268,PJ664,CC8,Approved,,,
Diana,35898,Accommodation,Credit Card,Airline,09-05-2022 22:53,USA,South,9284,PJ218,CC27,Pending,,,
Bob,65483,Transport,Credit Card,Airline,27-01-2022 12:48,France,South,2038,PJ744,CC18,Received,,,
Fiona,86511,Travel,Bank Transfer,Taxi,06-11-2022 06:30,France,North,7065,PJ598,CC33,Rejected,,,
Charlie,98009,Meals,Cash,Taxi,03-07-2022 13:59,UK,East,4648,PJ427,CC29,Received,,,
Diana,26243,Accommodation,Bank Transfer,Airline,11-12-2022 10:46,USA,West,4648,PJ806,CC43,Pending,,,
Charlie,89283,Travel,Credit Card,Restaurant,03-04-2022 20:14,Canada,West,6175,PJ176,CC39,Received,,,
Hannah,38439,Meals,Credit Card,Restaurant,22-02-2022 09:27,UK,West,9353,PJ867,CC32,Approved,,,
Bob,90979,Transport,Online,Restaurant,10-07-2022 14:12,UK,South,3098,PJ243,CC34,Approved,,,
Ivan,32297,Accommodation,Cash,Taxi,07-09-2022 19:33,Japan,South,8550,PJ892,CC3,Pending,,,
Fiona,97865,Travel,Bank Transfer,Restaurant,11-03-2022 13:17,Japan,Central,2161,PJ102,CC13,Pending,,,
Julia,66517,Transport,Cash,Airline,12-04-2022 17:41,USA,East,7315,PJ197,CC45,Approved,,,
Julia,59453,Accommodation,Online,Taxi,11-03-2022 13:19,Germany,East,2959,PJ607,CC47,Approved,,,
Hannah,11339,Meals,Credit Card,Taxi,04-04-2022 06:19,France,East,9353,PJ821,CC5,Received,,,
Bob,93884,Accommodation,Online,Airline,26-09-2022 10:04,UK,Central,1999,PJ212,CC45,Rejected,,,
Alice,93098,Transport,Credit Card,Restaurant,22-08-2022 16:15,USA,West,6150,PJ135,CC28,Received,,,
Fiona,46472,Meals,Cash,Taxi,20-10-2022 05:19,Japan,West,4794,PJ370,CC19,Approved,,,
Julia,74427,Meals,Online,Restaurant,28-11-2022 06:25,UK,Central,5918,PJ351,CC23,Pending,,,
Alice,34992,Transport,Cash,Airline,16-07-2022 11:37,USA,Central,2234,PJ558,CC32,Received,,,
Charlie,15774,Travel,Bank Transfer,Hotel,22-11-2022 04:24,USA,East,4369,PJ917,CC45,Pending,,,
